CREATIVE,LINK,SPONSOR,CATEGORY,CATEGORY-STATE,L,MARKET,DISTRICT,MEDIA,AIRDATE,AIRTIME,DAYPART,STATION,AFFILIATE,PROGRAM,PROGRAM TYPE,EST. COST,AD TYPE,AFFILIATION,ELECTION,ISSUE,LEVEL,RACE,TONE,YEAR,NIELSENDMAID,MARKET-STATE
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/01/2018","18:22:10","EARLY FRINGE","WSOC","ABC","EYEWITNESS NEWS AT 6:00","NEWSCAST (LOCAL ONLY)","650","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","06:52:00","EARLY MORNING","WSOC","ABC","EYEWITNESS NEWS DAYBRK 6","NEWSCAST (LOCAL ONLY)","800","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","12:39:45","DAYTIME","WSOC","ABC","RIGHT THIS MINUTE","NEWS MAGAZINE","400","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","13:56:06","DAYTIME","WSOC","ABC","CHEW-ABC","TALK","370","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","14:23:21","DAYTIME","WSOC","ABC","GENERAL HOSPITAL-ABC","SOAP OPERA","300","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","16:47:32","EARLY FRINGE","WSOC","ABC","DR PHIL","TALK","400","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","17:23:16","EARLY FRINGE","WSOC","ABC","EYEWITNESS NEWS AT 5:00","NEWSCAST (LOCAL ONLY)","850","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","17:51:21","EARLY FRINGE","WSOC","ABC","EYEWITNESS NEWS AT 5:30","NEWSCAST (LOCAL ONLY)","900","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","18:21:47","EARLY NEWS","WSOC","ABC","EYEWITNESS NEWS AT 6:00","NEWSCAST (LOCAL ONLY)","950","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/02/2018","23:35:05","LATE FRINGE","WSOC","ABC","JIMMY KIMMEL LIVE-ABC","TALK","460","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/03/2018","01:03:45","LATE FRINGE","WSOC","ABC","ABC NEWS:NIGHTLINE","NEWS FORUM/INTERVIEW/VARIED FORMAT","200","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/03/2018","14:23:40","DAYTIME","WSOC","ABC","GENERAL HOSPITAL-ABC","SOAP OPERA","300","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/04/2018","01:02:52","LATE FRINGE","WSOC","ABC","ABC NEWS:NIGHTLINE","NEWS FORUM/INTERVIEW/VARIED FORMAT","200","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/04/2018","09:37:01","DAYTIME","WSOC","ABC","LIVE WITH KELLY AND RYAN","TALK","520","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/04/2018","12:56:08","DAYTIME","WSOC","ABC","RIGHT THIS MINUTE","NEWS MAGAZINE","400","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/04/2018","17:52:48","EARLY FRINGE","WSOC","ABC","EYEWITNESS NEWS AT 5:30","NEWSCAST (LOCAL ONLY)","900","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/05/2018","06:51:54","EARLY MORNING","WSOC","ABC","EYEWITNESS NEWS DAYBRK 6","NEWSCAST (LOCAL ONLY)","800","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/05/2018","14:25:37","DAYTIME","WSOC","ABC","GENERAL HOSPITAL-ABC","SOAP OPERA","300","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/06/2018","01:02:30","LATE FRINGE","WSOC","ABC","ABC NEWS:NIGHTLINE","NEWS FORUM/INTERVIEW/VARIED FORMAT","200","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/06/2018","09:25:47","DAYTIME","WSOC","ABC","LIVE WITH KELLY AND RYAN","TALK","520","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/06/2018","12:58:24","DAYTIME","WSOC","ABC","RIGHT THIS MINUTE","NEWS MAGAZINE","400","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/06/2018","22:46:05","PRIME TIME","WSOC","ABC","20/20-ABC","NEWS MAGAZINE","1900","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/07/2018","06:14:06","EARLY MORNING","WSOC","ABC","EYEWITNESS NEWS SATURDAY","NEWSCAST (LOCAL ONLY)","400","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/07/2018","12:26:44","EARLY MORNING","WSOC","ABC","EYEWITNESS NEWS MIDDAY","NEWSCAST (LOCAL ONLY)","250","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/08/2018","06:38:58","EARLY MORNING","WSOC","ABC","EYEWITNESS NEWS SUNDAY M","NEWSCAST (LOCAL ONLY)","480","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/09/2018","09:38:23","DAYTIME","WSOC","ABC","LIVE WITH KELLY AND RYAN","TALK","520","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/09/2018","12:55:33","DAYTIME","WSOC","ABC","RIGHT THIS MINUTE","NEWS MAGAZINE","400","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/09/2018","14:23:50","DAYTIME","WSOC","ABC","GENERAL HOSPITAL-ABC","SOAP OPERA","300","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC09 HARRIS ANOTHER WASHINGTON POLITICIAN","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC09_HARRIS_ANOTHER_WASHINGTON_POLITICIAN.wmv","HARRIS, MARK","HOUSE/NC09","NC","30","CHARLOTTE","09","Spot TV","04/09/2018","17:43:38","EARLY FRINGE","WSOC","ABC","EYEWITNESS NEWS AT 5:30","NEWSCAST (LOCAL ONLY)","900","CANDIDATE","REPUBLICAN","PRIMARY","PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","517","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/01/2018","08:29:04","EARLY MORNING","WCTI","ABC","GOOD MORNING AMERICA-SUN","NEWS FORUM/INTERVIEW/VARIED FORMAT","110","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/01/2018","08:59:24","EARLY MORNING","WCTI","ABC","GOOD MORNING AMERICA-SUN","NEWS FORUM/INTERVIEW/VARIED FORMAT","110","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/01/2018","15:36:33","DAYTIME","WCTI","ABC","NBA COUNTDOWN/ABC","PROFESSIONAL BASKETBALL - PRE-GAME","460","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/01/2018","16:51:40","EARLY FRINGE","WCTI","ABC","NBA SUNDAY SHOWCASE-ABC","PROFESSIONAL BASKETBALL - GAME","460","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/01/2018","18:08:21","EARLY FRINGE","WCTI","ABC","NEWSCHANNEL 12/SIX WKND","NEWSCAST (LOCAL ONLY)","220","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/01/2018","23:47:02","LATE FRINGE","WCTI","ABC","RING OF HONOR WRESTLING","WRESTLING","50","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/02/2018","00:17:58","LATE FRINGE","WCTI","ABC","RING OF HONOR WRESTLING","WRESTLING","50","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/02/2018","06:58:09","EARLY MORNING","WCTI","ABC","NEWS CHANNEL 12 THIS MOR","NEWSCAST (LOCAL ONLY)","150","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/02/2018","07:27:49","EARLY MORNING","WCTI","ABC","GOOD MORNING AMERICA","NEWS FORUM/INTERVIEW/VARIED FORMAT","150","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/02/2018","17:12:17","EARLY FRINGE","WCTI","ABC","NEWS CHANNEL 12 AT FIVE","NEWSCAST (LOCAL ONLY)","170","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/02/2018","17:51:41","EARLY FRINGE","WCTI","ABC","NEWS CHANNEL 12 NEWS 530","NEWSCAST (LOCAL ONLY)","170","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/02/2018","18:28:09","EARLY NEWS","WCTI","ABC","NEWS CHANNEL 12 AT SIX","NEWSCAST (LOCAL ONLY)","410","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/02/2018","19:25:57","PRIME ACCESS","WCTI","ABC","JUDGE JUDY","SLICE-OF-LIFE","140","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/03/2018","06:58:20","EARLY MORNING","WCTI","ABC","NEWS CHANNEL 12 THIS MOR","NEWSCAST (LOCAL ONLY)","150","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/03/2018","08:53:19","EARLY MORNING","WCTI","ABC","GOOD MORNING AMERICA","NEWS FORUM/INTERVIEW/VARIED FORMAT","150","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
"HOUSE/NC03 CLA KEEPS FIGHTING TRUMP JONES","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_CLA_KEEPS_FIGHTING_TRUMP_JONES.wmv","CONSERVATIVE LEADERSHIP ALLIANCE, INC.","HOUSE/NC03","NC","30","GREENVILLE, NC","03","Spot TV","04/03/2018","17:17:19","EARLY FRINGE","WCTI","ABC","NEWS CHANNEL 12 AT FIVE","NEWSCAST (LOCAL ONLY)","170","ISSUE-ELECTION","REPUBLICAN","PRIMARY","HEALTHCARE|TAXES|HEALTHCARE:  ANTI-ACA|PRO-TRUMP","FEDERAL","US HOUSE","NEGATIVE","2018","545","NC"
